"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","miss_distance","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
2030,650633,"King, Michael",2030,100,0.215,0.122,0.254,0.336,0.29,0.329,0.245,97,452,86.4,13.9,2278,88.7,88,242,936,1094,-0.7000000000000028,5.93,116,148,118,151,299,325,301,"14.052","-14.052","70.5","7.4","2.796507533",515,346,69,14,1,13,109,21.2,50,9.7,2.42882,0.50988,0.68889,-0.34006,"91.3",157,33.14121037463977,8.645533141210375,5.825242718446602,5.4,-3.19,-0.13,2.32,0.305,30,"-0.692216749",0.332,0.411,"0.692216749",-0.03,-0.027000000000000024,-0.075,-0.039,25.9,"24.6",11.10554522403709,-2.5312201428750156,32.807369256047465,0.4848837209302326,38.638063569506095,31.786944184121072
2017,693645,"Schlittler, Cam",2020,99.9,0.2,0.125,0.268,0.326,0.252,0.267,0.215,96,479,87.3,12.7,2488,95.9,96.83,299,1076,941,0.8999999999999915,6.79,114,148,119,151,288,325,292,"21.723","-21.723","69.4","6.7","1.403288254",515,327,62,20,2,12,157,30.5,25,4.9,1.51339,0.9751,0.25327,0.01694,"91.1",168,39.329268292682926,7.926829268292683,5.048543689320388,6.15,-1.62,-0.03,2.75,0.246,26,"-1.076995538",0.261,0.347,"1.076995538",-0.015,-0.015000000000000013,-0.021,-0.015,27.8,"43.8",4.703739152803257,7.060121913362629,29.221900544452968,0.467984934086629,35.9684719935133,24.291262625739652
2015,669358,"Baz, Shane",2024,99.6,0.267,0.147,0.32,0.415,0.322,0.32,0.259,125,468,90.3,13,2415,90.6,91.06,216,979,1036,0.5,6.54,111,149,115,148,295,323,300,"-2.821","2.821","69.9","7.1","3.03848059",526,372,76,38,2,9,107,20.3,44,8.4,2.3849,0.41237,0.25401,-0.11099,"91.7",160,41.77897574123989,7.008086253369273,4.942965779467681,5.77,-1.25,0.19,2.3,0.327,26,"0.14",0.325,0.405,"-0.14",0.008,0.0020000000000000018,0.01,0.002,22.1,"37.4",7.465829405508025,0.3977909197001511,31.296925409001695,0.4869927159209157,36.15646222534786,29.446075921044205
2015,694973,"Skenes, Paul",2015,100,0.223,0.134,0.305,0.357,0.28,0.262,0.207,100,448,87.2,15.3,2106,92.5,93.33,296,1038,977,0.7999999999999972,6.75,113,147,114,149,302,324,297,"15.278","-15.278","68.9","7.1","2.205624416",490,304,63,25,1,11,149,30.4,28,5.7,2.00977,0.68076,0.72726,-0.3247,"91.1",160,37.704918032786885,6.557377049180328,4.081632653061225,5.59,-2.39,-0.08,2.36,0.279,20,"-0.7582134",0.265,0.322,"0.7582134",0.016,0.014000000000000012,0.035,0.018,28.5,"25.6",8.79982849936586,-0.41329785155105725,31.960726173415395,0.4823529411764706,36.59645145749958,29.489257408674895
2008,694738,"Roupp, Landen",2009,100,0.227,0.124,0.291,0.351,0.297,0.29,0.228,95,419,84.8,7.6,2327,87.2,87.09,216,873,1135,-0.10000000000000853,6.25,113,149,115,148,295,323,298,"9.683","-9.683","68.9","7.2","3.102598144",475,309,61,24,2,8,114,24,48,10.1,3.08747,-0.02353,0.36397,-0.23331,"90.9",132,29.545454545454547,4.220779220779221,2.736842105263158,5.31,-1.45,0.01,2.1,0.311,13,"-0.482221116",0.312,0.329,"0.482221116",-0.001,-0.0010000000000000009,0.022,0.007,24.7,"23.6",10.028608831727029,-4.760868392268926,33.89964919938933,0.4752941176470588,36.809823367028606,32.72157781300755
1978,690997,"McLean, Nolan",1979,99.9,0.206,0.126,0.277,0.333,0.284,0.291,0.218,90,436,87.1,8.3,2493,91,90.81,223,866,1112,-0.20000000000000284,6.37,111,149,120,150,300,323,297,"10.011","-10.011","69.3","7.0","2.219442139",496,298,57,22,0,11,142,28.6,43,8.7,2.56496,0.24491,0.29631,0.01628,"91.3",146,35.47297297297297,6.756756756756757,4.032258064516129,5.3,-3.84,-0.08,2.4,0.296,20,"-0.50611729",0.307,0.337,"0.50611729",-0.012,-0.01100000000000001,-0.004,-0.007,25.8,"31.1",6.653669095376072,2.83316985341526,33.02579198049575,0.4501758499413834,36.37645151332248,27.46775935445864
1976,656492,"Griffin, Foster",1978,99.9,0.217,0.148,0.251,0.365,0.282,0.306,0.246,100,460,87,11.9,2161,85.8,85.72,238,963,1013,-0.09999999999999432,6.22,108,150,119,149,306,327,299,"12.78","-12.78","70.3","7.2","3.132364669",499,350,66,17,0,17,113,22.6,28,5.6,2.68679,0.44543,-0.10395,-0.04988,"91.7",156,36.96275071633238,9.169054441260744,6.4128256513026045,5.84,2.73,0.13,2.2,0.274,32,"-0.646761134",0.3,0.401,"0.646761134",-0.029,-0.025999999999999968,-0.036,-0.024,24.7,"45.1",8.004311761743196,0.9866262791137527,32.82965840254632,0.47157894736842104,36.38163967296107,30.304190777059627
1975,592662,"Ray, Robbie",1976,99.9,0.228,0.148,0.259,0.376,0.306,0.327,0.238,97,426,88.1,18.5,2153,88.6,88.55,235,945,1030,0,6.19,109,151,120,148,297,322,297,"9.364","-9.364","70.2","7.3","3.369389185",490,333,65,16,1,15,101,20.6,56,11.4,2.07097,0.85193,0.50595,-0.37584,"91.4",172,37.46223564954683,8.761329305135952,5.918367346938775,6.11,2.72,-0.05,2.29,0.314,29,"-0.474126582",0.326,0.415,"0.474126582",-0.01,-0.01200000000000001,-0.039,-0.021,24.9,"44.3",9.369091316861747,-1.6974357211462152,31.76711884284902,0.4703344120819849,37.591688348542675,30.51846537209167
1975,605400,"Nola, Aaron",1984,99.5,0.279,0.237,0.318,0.515,0.363,0.321,0.249,126,452,87.9,13.8,2296,85.8,86.76,247,908,1067,1,6.89,112,148,116,148,292,323,296,"-21.143","21.143","70.6","7.4","3.382624122",498,342,74,23,3,26,116,23.3,39,7.8,2.93853,0.20781,0.30226,-0.10463,"92.2",151,41.228070175438596,10.23391812865497,7.028112449799197,4.98,-1.87,0.08,2.02,0.335,35,"1.070531646",0.31,0.432,"-1.070531646",0.03,0.025000000000000022,0.083,0.042,27.2,"19.8",13.518480020725281,-8.353439835515973,33.499872146452994,0.4972067039106145,37.555709867794455,35.441527783591596
1973,669022,"Gore, MacKenzie",1974,99.9,0.241,0.16,0.304,0.401,0.315,0.308,0.239,107,444,89.1,15.5,2171,90.3,91.09,250,976,997,0.7999999999999972,6.85,109,150,115,148,302,327,300,"6.118","-6.118","70.4","7.1","2.799078035",498,322,67,23,3,14,127,25.5,44,8.8,2.1915,0.64845,0.32695,-0.21092,"91.8",166,43.47826086956522,8.695652173913043,5.622489959839357,5.64,1.76,-0.03,2.34,0.315,28,"-0.310086163",0.313,0.382,"0.310086163",0.002,0.0020000000000000018,0.019,0.007,25.6,"47.7",7.547828681333623,1.4467450903984722,31.979240608729537,0.48089171974522293,36.32013120012373,28.578861801848053
1971,669302,"Gilbert, Logan",1975,99.8,0.213,0.163,0.263,0.376,0.278,0.296,0.236,98,460,89.6,17.6,1936,89.4,91.38,302,1010,961,2,7.49,114,147,113,147,292,320,297,"19.37","-19.37","69.8","7.3","3.309292083",496,331,53,30,0,15,133,26.8,27,5.4,2.3448,0.55167,0.20003,-0.16208,"91.7",164,41.99395770392749,9.969788519637463,6.653225806451612,6.01,-1.05,-0.04,2.04,0.263,33,"-0.982749873",0.285,0.394,"0.982749873",-0.023,-0.021999999999999964,-0.018,-0.018,29.9,"43.3",10.331137278109104,-5.651490478920054,32.02100718965456,0.5202839756592292,36.66020294352428,33.24672819058728
1970,608379,"Wacha, Michael",1972,99.9,0.238,0.169,0.271,0.407,0.308,0.318,0.253,117,491,87.2,15.1,1996,87.1,87.74,200,950,1020,0.6000000000000085,6.72,114,149,120,150,292,323,292,"5.751","-5.751","69.6","7.1","2.598565427",538,391,70,27,4,16,104,19.3,38,7.1,2.23919,0.82245,0.3862,-0.12908,"91.5",167,36.31713554987212,6.649616368286446,4.83271375464684,6.58,-2,-0.04,2.36,0.299,26,"-0.291928934",0.312,0.418,"0.291928934",-0.015,-0.013000000000000012,-0.011,-0.01,21.1,"53.2",9.429291513672435,-0.025641270883129452,31.769377426644038,0.48636859323882226,36.345343922530674,30.23134655901322
1967,607625,"Lugo, Seth",1968,99.9,0.274,0.179,0.314,0.453,0.343,0.353,0.277,129,470,89.6,13.7,2515,85.6,84.88,169,909,1058,-0.6999999999999886,5.82,114,148,119,150,291,323,291,"-13.232","13.232","70.4","7.2","2.292748953",523,381,80,29,5,15,96,18.4,40,7.6,2.82197,0.35367,0.06126,-0.09642,"92.1",158,45.11873350923483,9.234828496042216,6.692160611854685,5.51,-1.98,-0.03,2.3,0.337,35,"0.672699542",0.34,0.474,"-0.672699542",-0.003,-0.0030000000000000027,-0.021,-0.01,18.6,"29.3",9.597782932067709,-0.9515817831877945,32.39778401448963,0.5331833520809899,37.22825703600006,30.744807046823908
1965,676917,"Cavalli, Cade",1967,99.9,0.256,0.107,0.334,0.362,0.307,0.31,0.247,115,450,89,7.4,2226,91.7,91.82,234,939,1026,0.09999999999999432,6.35,112,147,117,151,302,328,303,"1.591","-1.591","69.5","7.1","3.303485753",503,325,87,18,0,10,130,25.8,36,7.2,2.4826,0.25702,0.14055,-0.11181,"91.6",149,41.17647058823529,6.811145510835913,4.3737574552683895,5.99,-1.99,0.13,2.18,0.325,22,"-0.080966921",0.32,0.376,"0.080966921",0.009,0.0050000000000000044,-0.014,-0.003,24.9,"36.2",7.773445034532705,1.082779426845475,32.465256403375804,0.49405405405405406,36.68246716006078,29.048144998939925
1958,680694,"Bradish, Kyle",1959,99.9,0.247,0.143,0.302,0.389,0.315,0.309,0.234,109,442,87.8,9.2,2439,90.4,90.39,216,876,1082,0,6.34,112,150,115,149,295,324,299,"5.624","-5.624","69.2","7.3","4.949478034",501,333,73,21,3,12,114,22.8,52,10.4,2.50615,0.31237,-0.12767,0.01791,"91.9",147,38.53211009174312,8.256880733944955,5.389221556886228,6.26,-1.29,0.13,2.07,0.325,27,"-0.287231869",0.318,0.375,"0.287231869",0.013,0.007000000000000006,0.014,0.006,24.7,"53.0",8.741859252713237,-0.9199556782176559,32.41329177430244,0.5181286549707602,37.313548546786855,29.77344694097031
1953,676440,"Bibee, Tanner",1953,100,0.239,0.168,0.258,0.406,0.306,0.326,0.261,111,465,89,16,2299,87.8,88.25,219,913,1040,0.5,6.63,112,150,122,149,300,327,295,"7.354","-7.354","69.9","7.3","3.312398007",510,374,74,16,1,20,97,19,37,7.3,2.35532,0.65466,0.19965,-0.02532,"92.2",159,40.32258064516129,8.60215053763441,6.2745098039215685,6.29,-2.29,0.1,2.36,0.295,32,"-0.376548899",0.317,0.432,"0.376548899",-0.022,-0.02200000000000002,-0.026,-0.02,24,"55.2",11.273185013292451,-3.740255334173228,31.102018201625988,0.509009009009009,37.19085547520529,32.70132868855398
1953,593958,"Rodriguez, Eduardo",1954,99.9,0.236,0.151,0.265,0.386,0.304,0.341,0.265,108,458,87.4,12.9,2174,88.3,88.54,179,903,1050,0.20000000000000284,6.4,109,149,116,149,303,325,293,"12.108","-12.108","70.2","7.1","1.882047706",505,375,68,24,3,13,86,17,44,8.7,2.179,0.76424,0.57828,-0.34478,"91.6",165,36.266666666666666,9.333333333333334,6.9306930693069315,5.98,1.27,0.06,2.28,0.303,35,"-0.619969278",0.329,0.457,"0.619969278",-0.029,-0.026000000000000023,-0.071,-0.037,19.8,"43.4",7.028761632228718,2.8963791830022143,32.79591784649685,0.4948921679909194,37.097205493460265,27.859054928041378
1939,656302,"Cease, Dylan",1940,99.9,0.186,0.084,0.294,0.27,0.253,0.26,0.191,75,404,85.5,12.7,2491,91.2,91.43,318,903,1036,0.20000000000000284,6.43,112,148,117,150,288,319,290,"25.048","-25.048","68.4","7.2","3.448986213",457,239,55,13,0,7,167,36.5,48,10.5,2.02494,0.75554,0.17945,-0.11457,"90.9",155,32.48945147679325,5.063291139240507,2.62582056892779,6.15,-1.62,0.2,2.27,0.276,12,"-1.291799897",0.282,0.285,"1.291799897",-0.005,-0.00599999999999995,-0.015,-0.007,35.2,"53.0",8.776681797647372,-0.7034948432042297,31.968462825380744,0.4429223744292237,37.0507330669045,28.955165229982136
1934,547179,"Lorenzen, Michael",1934,100,0.331,0.196,0.369,0.527,0.393,0.36,0.294,149,450,90.5,11.2,2350,88.7,88.23,162,859,1075,-0.5,5.85,110,148,118,148,302,331,299,"-32.447","32.447","70.6","7.3","3.576749704",502,377,99,28,6,16,80,15.9,40,8,2.43442,0.47503,0.58772,-0.17192,"92.7",158,46.27659574468085,9.042553191489363,6.772908366533864,5.68,-1.87,0.01,2.18,0.387,34,"1.677714581",0.356,0.473,"-1.677714581",0.037,0.031000000000000028,0.054,0.033,18.9,"39.3",10.186246633670626,-1.6718021967656522,32.49205843013669,0.465311004784689,37.42663170369833,30.841108369850257
1917,800048,"Messick, Parker",1923,99.7,0.208,0.132,0.257,0.34,0.266,0.276,0.227,94,453,85.9,13.9,2089,89.7,89.93,236,925,992,0.20000000000000284,6.46,110,151,118,148,299,323,297,"24.775","-24.775","70.2","7.2","2.50956997",496,337,60,19,4,11,122,24.6,36,7.3,2.1526,0.71754,0.47358,-0.27763,"91.3",154,32.34421364985163,5.044510385756676,3.4274193548387095,5.44,1.04,0.02,2.24,0.266,17,"-1.292383933",0.285,0.338,"1.292383933",-0.019,-0.01899999999999996,0.002,-0.01,25.5,"42.2",7.592593177293652,1.9011137314098874,31.60082299356779,0.4764044943820225,37.00761850245406,28.710492534758163
1908,680732,"Burke, Sean",1909,99.9,0.223,0.147,0.286,0.37,0.293,0.288,0.223,97,435,87.9,16.5,2504,89.7,90.56,234,930,978,0.8999999999999915,6.81,113,149,117,148,297,328,298,"12.11","-12.11","69.2","7.0","2.925415226",482,309,62,19,3,13,130,27,35,7.3,2.22094,0.6585,0.14557,-0.05017,"91.4",171,34.95145631067961,7.119741100323624,4.564315352697095,6.21,-2.17,-0.07,2.5,0.292,22,"-0.634696017",0.292,0.357,"0.634696017",0,0,0.013,0.005,25.2,"40.8",8.599736797355927,1.0577791307047977,31.06521127802763,0.5049180327868853,35.99274568891869,28.360522978832094
1897,657746,"Ryan, Joe",1899,99.9,0.23,0.164,0.288,0.394,0.293,0.29,0.221,101,439,89.2,19.2,2386,88.8,89.5,249,952,945,0.7000000000000028,6.86,113,148,116,148,295,323,291,"10.54","-10.54","70.4","7.2","2.640930883",472,311,61,24,0,16,131,27.8,25,5.3,2.38774,0.56362,0.50508,-0.19441,"91.7",163,42.12218649517685,11.254019292604502,7.415254237288135,4.73,-2.57,0.21,2.35,0.278,35,"-0.555614128",0.271,0.39,"0.555614128",0.009,0.007000000000000006,0.004,0.003,26.2,"23.6",9.375594803675344,-1.9852806875292675,31.367539223384792,0.5080385852090032,36.43547487475148,31.500827908949635
1894,641743,"Kay, Anthony",1894,100,0.253,0.164,0.287,0.417,0.339,0.346,0.263,100,396,87.7,12.2,2271,90.1,89.35,207,874,1020,-0.6999999999999886,5.88,105,150,117,145,296,325,292,"-8.511","8.511","70.2","7.3","2.865167075",467,319,66,17,3,14,87,18.6,41,8.8,2.40492,0.44271,0.26601,-0.19612,"92.1",145,40,8.88888888888889,5.995717344753747,5.77,2.3,-0.12,2.14,0.348,28,"0.44936642",0.362,0.409,"-0.44936642",-0.01,-0.014000000000000012,0.008,-0.007,23.7,"35.4",10.44001881767552,-2.9360560380995353,32.38536916789931,0.5464159811985899,35.1316591671324,30.543870461587204
1888,676282,"Cantillo, Joey",1890,99.9,0.257,0.156,0.325,0.413,0.334,0.305,0.229,107,416,86.8,10.1,2010,85,86.14,259,855,1033,1.0999999999999943,7.14,108,151,118,146,302,327,294,"-8.675","8.675","69.6","7.4","4.190746705",475,304,70,22,2,13,116,24.4,53,11.2,2.82637,0.38573,0.14297,-0.12236,"91.6",136,37.29372937293729,7.2607260726072615,4.631578947368421,5.92,0.7,0.02,2.1,0.342,22,"0.459480932",0.318,0.364,"-0.459480932",0.028,0.02400000000000002,0.049,0.029,30.3,"51.4",12.403342195408989,-8.05549419172734,31.315345728122733,0.4812121212121212,36.410853334515004,34.80619229010009
1884,684007,"Imanaga, Shota",1885,99.9,0.23,0.19,0.257,0.419,0.304,0.296,0.231,104,453,87.6,16.9,2037,86.6,86.49,278,969,915,-0.09999999999999432,6.23,108,151,117,150,302,326,298,"7.586","-7.586","70.5","7.5","4.032647236",487,342,63,18,1,22,113,23.2,29,6,2.26413,0.80972,0.5993,-0.52832,"91.5",158,35.67251461988304,9.35672514619883,6.570841889117044,5.48,1.62,-0.01,2.3,0.28,32,"-0.402653928",0.281,0.396,"0.402653928",-0.001,-0.0010000000000000009,0.023,0.008,28.7,"39.0",12.196226476481547,-5.705868833661995,32.128696853308426,0.4909670563230606,38.28500591739866,33.679493840783536
1868,677952,"Ashcraft, Braxton",1868,100,0.248,0.155,0.31,0.403,0.306,0.29,0.233,115,464,89.6,12.9,2480,92.4,92.5,259,982,886,0.09999999999999432,6.25,112,147,117,149,302,324,299,"5.545","-5.545","70.9","7.4","3.003448031",507,336,77,20,2,16,135,26.6,30,5.9,2.31206,0.37367,0.32921,-0.04774,"92.1",143,41.01796407185629,6.287425149700598,4.142011834319527,6.14,-0.89,0.14,2.15,0.298,21,"-0.296841542",0.288,0.366,"0.296841542",0.015,0.010000000000000009,0.037,0.016,26.4,"38.0",10.80074266277966,-4.507110475040802,32.68242730673539,0.5283797729618163,35.39369772886852,31.452640145980805
1860,808967,"Yamamoto, Yoshinobu",1866,99.7,0.19,0.123,0.226,0.313,0.245,0.278,0.226,85,448,86.9,7.9,2175,91,91.59,248,926,934,0.5999999999999943,6.58,114,151,120,151,294,319,297,"27.774","-27.774","70.1","7.2","2.681689319",481,332,57,14,1,13,118,24.5,28,5.8,2.3283,0.46732,0.41663,-0.02394,"91.6",139,34.33734939759036,6.325301204819277,4.365904365904366,5.41,-1.93,-0.03,2.12,0.241,21,"-1.493225806",0.275,0.357,"1.493225806",-0.036,-0.03400000000000003,-0.044,-0.033,26.8,"40.6",8.13676829514657,-1.186104542903326,33.52870788673055,0.5210643015521065,35.65073985101665,29.401368277200252
1857,695505,"Burns, Chase",1857,100,0.207,0.146,0.265,0.353,0.279,0.278,0.207,85,411,88.6,19.3,2632,94.5,94.52,289,913,944,0,6.34,113,149,115,149,292,322,291,"11.717","-11.717","69.9","7.3","4.073035098",455,285,53,17,2,13,128,28.1,41,9,1.62579,0.95047,0.1437,-0.11064,"91.4",172,37.410071942446045,8.633093525179856,5.274725274725275,6.48,-1.37,0.18,2.23,0.278,24,"-0.63096392",0.28,0.345,"0.63096392",0,-0.0020000000000000018,0.008,0.001,31.7,"52.8",10.65090768053688,-2.3834177808191788,31.997809473663683,0.5050055617352615,36.68535018930745,29.72117910966179
1850,607067,"Rea, Colin",1850,100,0.267,0.166,0.295,0.433,0.338,0.357,0.277,116,434,89.1,11.6,2048,89.5,90.28,174,867,983,0.7999999999999972,6.65,110,150,116,152,300,326,301,"-4.081","4.081","70.1","7.2","2.601958842",486,356,79,19,1,17,83,17.1,40,8.2,2.34155,0.5188,0.37141,-0.23809,"91.7",157,40.44943820224719,10.393258426966293,7.613168724279835,5.48,-1.56,0,2.25,0.337,37,"0.220594595",0.346,0.478,"-0.220594595",-0.01,-0.008999999999999952,-0.045,-0.019,20.1,"29.6",7.276731988222355,1.5392200711222703,32.59216607719152,0.48578199052132703,37.874359569830254,28.64946580102896
1843,702070,"Cameron, Noah",1845,99.9,0.27,0.171,0.319,0.441,0.333,0.34,0.271,115,426,88.5,14.1,2198,86.8,86.82,219,871,972,0,6.23,111,149,120,148,294,323,286,"-7.438","7.438","69.8","7.3","3.297874445",473,334,72,27,2,14,100,21.1,37,7.8,2.40893,0.6424,0.28416,-0.19155,"92.2",161,39.93993993993994,9.60960960960961,6.765327695560254,6.25,1.24,-0.06,2.37,0.328,32,"0.403581118",0.33,0.456,"-0.403581118",-0.001,-0.0020000000000000018,-0.015,-0.007,25.1,"52.1",10.362525454452543,-3.53062126807108,32.32901570919108,0.5017667844522968,35.86075159531292,31.187992270541887
1840,700241,"McGreevy, Michael",1840,100,0.252,0.167,0.272,0.42,0.31,0.361,0.29,110,436,89.6,10.1,2200,87,87.62,153,828,1012,0.5999999999999943,6.67,114,147,115,149,300,321,298,"3.231","-3.231","70.5","7.2","2.683910108",469,364,69,24,2,15,76,16.2,29,6.2,2.74876,0.29227,0.2864,-0.13246,"92.7",149,42.69972451790633,10.46831955922865,8.102345415778252,5.72,-2.07,-0.06,2.19,0.296,38,"-0.175597826",0.334,0.499,"0.175597826",-0.038,-0.038000000000000034,-0.079,-0.051,18.5,"33.2",8.531739478219446,0.8730760396609315,33.01929281015993,0.5068664169787765,36.963026332220885,29.665018343110464
1834,664285,"Valdez, Framber",1837,99.8,0.257,0.13,0.298,0.387,0.321,0.319,0.251,115,447,89.1,6.9,2281,88.3,87.46,183,868,966,-0.7999999999999972,5.8,110,150,115,147,299,326,293,"0.897","-0.897","70.1","7.3","3.037805212",503,358,83,18,2,12,92,18.3,41,8.2,3.04714,-0.06341,0.48794,-0.25867,"92.5",132,42.69662921348314,6.179775280898876,4.3737574552683895,5.93,0.77,-0.13,2.04,0.334,22,"-0.048909487",0.329,0.391,"0.048909487",0.006,0.0050000000000000044,-0.004,0.002,21.1,"42.2",9.70545207981232,-2.8178992215039025,33.476899872930694,0.4929411764705882,35.928129796624766,31.19097303188689
1827,543135,"Eovaldi, Nathan",1827,100,0.244,0.184,0.289,0.427,0.314,0.307,0.242,114,468,88.6,9.9,1888,87.4,88.13,295,960,867,0.6999999999999886,6.77,113,149,112,150,297,326,302,"4.609","-4.609","71.9","7.5","2.936001848",507,341,73,18,1,22,130,25.6,29,5.7,2.78901,0.25107,0.44283,0.0025,"92.2",141,40.17595307917888,8.504398826979472,5.719921104536489,5.71,-2.28,0.01,2.03,0.295,29,"-0.252271483",0.294,0.408,"0.252271483",0.002,0.0010000000000000009,0.019,0.007,30.7,"37.2",11.95410877354591,-5.170232339017809,33.46235987957107,0.488272921108742,36.35838469043305,33.17196976885568
1825,669467,"Pallante, Andre",1825,100,0.242,0.119,0.278,0.36,0.295,0.296,0.238,104,430,87.4,6.4,2295,89.7,90.28,173,820,1005,0.5999999999999943,6.58,113,148,113,149,299,320,295,"10.99","-10.99","69.3","6.9","3.243484731",469,348,74,19,1,10,83,17.7,32,6.8,2.56659,0.31246,0.01488,0.09279,"91.7",134,34.20289855072463,5.797101449275362,4.264392324093817,5.98,-1.68,0.12,2.23,0.303,20,"-0.602191781",0.3,0.368,"0.602191781",0.004,0.0030000000000000027,-0.008,-0.001,21.1,"57.3",6.0452855843983055,3.869201544981669,32.582086186148466,0.42661691542288555,35.30722424243585,28.062639770216233
1818,656605,"Keller, Mitch",1819,99.9,0.253,0.153,0.287,0.405,0.321,0.345,0.284,111,439,89.1,13.8,2394,88.7,89.32,178,869,949,0.5999999999999943,6.61,113,147,115,149,301,324,300,"-7.249","7.249","70.0","7.1","2.249816993",487,354,72,24,2,13,87,17.9,38,7.8,2.41329,0.51714,0.15081,-0.12205,"92.1",162,42.20963172804532,6.79886685552408,4.9281314168377826,5.69,-2.04,0.15,2.34,0.322,24,"0.398734873",0.351,0.438,"-0.398734873",-0.031,-0.02899999999999997,-0.033,-0.024,20.5,"35.4",7.70308926727827,1.2800366748776812,32.45061966826502,0.47058823529411764,35.43425088840765,28.93075051673803
1814,669923,"Kirby, George",1816,99.9,0.28,0.16,0.334,0.44,0.331,0.306,0.258,131,468,89.5,11.3,2266,92,92.41,212,946,868,0.4000000000000057,6.64,113,147,113,147,294,320,298,"-2.655","2.655","70.1","7.0","2.464681182",497,362,88,26,2,15,107,21.5,25,5,2.39265,0.33759,0.24035,0.08779,"92.0",156,41.988950276243095,7.458563535911603,5.432595573440644,5.74,-1.57,0.16,2.34,0.32,27,"0.146361632",0.3,0.401,"-0.146361632",0.022,0.020000000000000018,0.039,0.025,22.4,"33.5",7.002792981561578,2.5744922156452126,31.65708885013143,0.4778856526429342,36.141744252423784,27.908714845730017
1814,677960,"Weathers, Ryan",1814,100,0.255,0.165,0.318,0.42,0.317,0.326,0.257,107,419,89.4,9.9,2332,89.1,88.11,233,832,982,-1,5.79,107,149,123,149,294,324,285,"-5.849","5.849","70.6","7.4","3.678092976",456,301,74,14,2,17,122,26.8,30,6.6,2.42088,0.50408,0.49541,-0.36656,"92.1",155,42.474916387959865,9.698996655518394,6.359649122807018,5.46,2.73,0.05,2.04,0.308,29,"0.322436604",0.311,0.441,"-0.322436604",-0.002,-0.0030000000000000027,-0.021,-0.009,28,"33.2",10.644871006108437,-3.3736100399147997,33.35840512195708,0.47890818858560796,37.37026879897759,30.91085983180686
1808,694819,"Misiorowski, Jacob",1810,99.9,0.149,0.084,0.233,0.233,0.208,0.218,0.165,62,417,86.3,11.2,2556,97.7,99.92,355,923,885,2.200000000000003,7.52,115,150,120,151,299,324,300,"38.185","-38.185","69.1","6.8","2.305171227",456,234,47,5,0,10,185,40.6,28,6.1,1.53969,0.86628,0.49792,-0.1096,"90.6",162,34.18803418803419,2.9914529914529915,1.5350877192982455,5.23,-1.87,0.18,2.54,0.218,7,"-2.112002212",0.233,0.241,"2.112002212",-0.016,-0.015000000000000013,-0.008,-0.01,38.5,"29.8",3.175831683506273,6.744704095371538,30.96660490127086,0.3809001097694841,36.5133729813646,24.12029222409146
1807,696149,"Chandler, Bubba",1813,99.7,0.232,0.141,0.277,0.373,0.316,0.308,0.222,92,397,87.8,16.3,2352,94.7,95.37,200,870,937,0.7000000000000028,6.63,112,147,116,148,302,327,298,"-1.4","1.4","69.7","7.0","2.039337388",463,307,58,22,2,10,93,20.1,57,12.3,1.62831,0.93046,0.55897,-0.18519,"91.3",167,36.688311688311686,6.1688311688311686,4.103671706263499,5.68,-1.19,-0.06,2.55,0.334,19,"0.07747648",0.325,0.362,"-0.07747648",0.01,0.009000000000000008,0.011,0.008,23,"45.0",7.090950883736218,0.88868134455374,30.52484695859617,0.488862837045721,35.64150232670137,28.032721060208644
1792,594798,"deGrom, Jacob",1800,99.6,0.224,0.157,0.286,0.381,0.28,0.292,0.234,94,420,90.5,16.4,2437,93,93.6,315,936,856,0.5999999999999943,6.65,114,148,113,150,298,325,303,"14.994","-14.994","70.5","7.4","2.788375236",446,290,61,16,1,16,132,29.6,24,5.4,1.95525,0.70588,0.2517,-0.13961,"92.0",174,45.86206896551724,8.96551724137931,5.829596412556054,5.66,-1.51,0.16,2.1,0.265,26,"-0.83671875",0.275,0.401,"0.83671875",-0.01,-0.010000000000000009,-0.02,-0.012,33.7,"34.5",10.541352208127611,-1.4256778753858996,32.12139785500355,0.5027203482045702,38.59292746701456,30.01114061174066
